captain_id,signup_ts,city,vehicle_type,acquisition_channel,signup_zone_id,device_tier,app_language,age_band
CPT115636,2026-05-30 20:14:00,Bangalore,Auto,fos_field,BAN-Z18,mid,kn,18-24
CPT103300,2026-05-30 20:21:00,Hyderabad,Auto,fos_field,HYD-Z23,low,te,35-44
CPT105681,2026-05-30 20:31:00,Bangalore,Auto,paid_digital,BAN-Z24,high,te,45+
CPT103684,2026-05-30 20:32:00,Delhi,ERickshaw,organic_app,DEL-Z06,mid,mr,45+
CPT108848,2026-05-30 20:34:00,Hyderabad,Auto,organic_app,HYD-Z11,low,en,35-44
CPT101511,2026-05-30 20:47:00,Bangalore,Auto,paid_digital,BAN-Z02,mid,en,45+
CPT102449,2026-05-30 21:00:00,Delhi,Cab,referral,DEL-Z12,low,kn,45+
CPT123676,2026-05-30 21:09:00,Hyderabad,Cab,referral,HYD-Z12,low,te,25-34
CPT118778,2026-05-30 21:25:00,Hyderabad,Cab,fos_field,HYD-Z16,low,mr,18-24
CPT114260,2026-05-30 21:30:00,Pune,Auto,organic_app,PUN-Z10,mid,en,35-44
CPT112836,2026-05-30 21:31:00,Pune,ERickshaw,fos_field,PUN-Z14,mid,te,25-34
CPT112189,2026-05-30 21:34:00,Hyderabad,Auto,fos_field,HYD-Z09,high,kn,18-24
CPT108507,2026-05-30 21:39:00,Pune,Auto,organic_app,PUN-Z14,mid,hi,45+
CPT121800,2026-05-30 21:39:00,Bangalore,Auto,fos_field,BAN-Z15,mid,en,35-44
CPT120086,2026-05-30 21:41:00,Delhi,ERickshaw,organic_app,DEL-Z22,low,kn,25-34
CPT118846,2026-05-30 21:42:00,Bangalore,Auto,organic_app,BAN-Z06,low,te,18-24
CPT101823,2026-05-30 21:48:00,Hyderabad,Cab,paid_digital,HYD-Z14,mid,mr,25-34
CPT116133,2026-05-30 21:51:00,Delhi,ERickshaw,fos_field,DEL-Z11,low,mr,25-34
CPT116449,2026-05-31 06:07:00,Hyderabad,Cab,referral,HYD-Z10,mid,hi,35-44
CPT108894,2026-05-31 06:15:00,Hyderabad,Auto,organic_app,HYD-Z05,low,en,35-44
CPT116748,2026-05-31 06:30:00,Bangalore,Auto,organic_app,BAN-Z16,low,en,25-34
CPT104171,2026-05-31 06:31:00,Hyderabad,Auto,paid_digital,HYD-Z11,mid,kn,25-34
CPT107946,2026-05-31 06:33:00,Pune,Auto,organic_app,PUN-Z01,mid,hi,45+
CPT107384,2026-05-31 06:34:00,Hyderabad,Auto,organic_app,HYD-Z13,high,mr,18-24
CPT119388,2026-05-31 06:39:00,Pune,Auto,paid_digital,PUN-Z20,high,hi,18-24
CPT118966,2026-05-31 06:41:00,Delhi,Auto,referral,DEL-Z08,mid,kn,25-34
CPT106990,2026-05-31 06:41:00,Hyderabad,Cab,referral,HYD-Z10,low,te,45+
CPT102499,2026-05-31 06:45:00,Hyderabad,Auto,paid_digital,HYD-Z08,low,hi,45+
CPT107036,2026-05-31 06:48:00,Bangalore,Auto,referral,BAN-Z03,high,kn,25-34
CPT101550,2026-05-31 06:53:00,Hyderabad,Cab,fos_field,HYD-Z22,mid,hi,25-34
CPT124377,2026-05-31 07:08:00,Bangalore,Auto,organic_app,BAN-Z23,low,en,45+
CPT120397,2026-05-31 07:13:00,Hyderabad,ERickshaw,fos_field,HYD-Z20,mid,hi,35-44
CPT104399,2026-05-31 07:18:00,Pune,Auto,organic_app,PUN-Z10,low,mr,45+
CPT112946,2026-05-31 07:18:00,Bangalore,Auto,fos_field,BAN-Z21,mid,te,35-44
CPT124046,2026-05-31 07:47:00,Pune,Auto,referral,PUN-Z08,mid,hi,45+
CPT102583,2026-05-31 07:48:00,Pune,Auto,organic_app,PUN-Z07,low,te,35-44
CPT100116,2026-05-31 08:22:00,Delhi,ERickshaw,fos_field,DEL-Z09,high,kn,35-44
CPT108243,2026-05-31 08:31:00,Delhi,ERickshaw,fos_field,DEL-Z14,low,mr,35-44
CPT123693,2026-05-31 08:33:00,Hyderabad,Cab,organic_app,HYD-Z15,low,kn,35-44
CPT104811,2026-05-31 08:33:00,Hyderabad,Auto,paid_digital,HYD-Z20,low,te,18-24
CPT106624,2026-05-31 08:42:00,Pune,Auto,paid_digital,PUN-Z14,low,en,25-34
CPT110820,2026-05-31 08:49:00,Hyderabad,Auto,paid_digital,HYD-Z07,low,te,35-44
CPT101047,2026-05-31 08:49:00,Bangalore,Auto,referral,BAN-Z09,high,te,18-24
CPT100911,2026-05-31 08:50:00,Pune,ERickshaw,fos_field,PUN-Z12,high,mr,25-34
CPT107823,2026-05-31 08:57:00,Pune,Cab,referral,PUN-Z22,low,hi,18-24
CPT120312,2026-05-31 08:58:00,Delhi,Cab,referral,DEL-Z02,low,hi,18-24
CPT107908,2026-05-31 09:02:00,Hyderabad,Auto,organic_app,HYD-Z21,mid,kn,35-44
CPT106536,2026-05-31 09:09:00,Pune,Auto,gc_telecalling,PUN-Z01,low,te,25-34
CPT120519,2026-05-31 09:14:00,Delhi,Auto,fos_field,DEL-Z10,low,kn,18-24
CPT104962,2026-05-31 09:18:00,Pune,Auto,referral,PUN-Z01,high,te,25-34
CPT109310,2026-05-31 09:31:00,Delhi,Auto,organic_app,DEL-Z15,low,en,35-44
CPT100200,2026-05-31 09:33:00,Hyderabad,Cab,fos_field,HYD-Z07,mid,te,25-34
CPT106218,2026-05-31 09:39:00,Pune,Auto,organic_app,PUN-Z17,low,mr,25-34
CPT120528,2026-05-31 09:43:00,Pune,Cab,fos_field,PUN-Z23,high,en,45+
CPT107280,2026-05-31 09:44:00,Hyderabad,Auto,referral,HYD-Z24,mid,te,35-44
CPT103970,2026-05-31 10:00:00,Bangalore,Auto,organic_app,BAN-Z19,low,en,35-44
CPT110756,2026-05-31 10:03:00,Delhi,Cab,referral,DEL-Z21,low,te,18-24
CPT120853,2026-05-31 10:16:00,Delhi,ERickshaw,organic_app,DEL-Z20,mid,en,18-24
CPT124100,2026-05-31 10:24:00,Pune,Auto,organic_app,PUN-Z05,mid,kn,25-34
CPT107225,2026-05-31 10:27:00,Hyderabad,Auto,organic_app,HYD-Z18,low,te,35-44
CPT119793,2026-05-31 11:02:00,Delhi,Auto,referral,DEL-Z05,mid,kn,25-34
CPT115708,2026-05-31 11:05:00,Hyderabad,Cab,organic_app,HYD-Z13,high,en,25-34
CPT101308,2026-05-31 11:19:00,Delhi,Auto,referral,DEL-Z01,low,kn,25-34
CPT106769,2026-05-31 11:23:00,Delhi,Cab,paid_digital,DEL-Z03,low,kn,25-34
CPT122181,2026-05-31 11:27:00,Hyderabad,Cab,fos_field,HYD-Z14,low,te,45+
CPT100744,2026-05-31 11:29:00,Hyderabad,Auto,referral,HYD-Z04,mid,kn,25-34
CPT119832,2026-05-31 11:36:00,Hyderabad,Auto,referral,HYD-Z20,mid,en,45+
CPT111409,2026-05-31 11:43:00,Delhi,Auto,organic_app,DEL-Z10,high,hi,25-34
CPT117714,2026-05-31 11:49:00,Pune,Cab,fos_field,PUN-Z17,low,en,35-44
CPT114953,2026-05-31 11:59:00,Hyderabad,Cab,organic_app,HYD-Z07,mid,hi,25-34
CPT120325,2026-05-31 12:35:00,Delhi,ERickshaw,fos_field,DEL-Z20,low,kn,35-44
CPT117471,2026-05-31 12:41:00,Hyderabad,Auto,fos_field,HYD-Z01,high,hi,25-34
CPT103416,2026-05-31 12:47:00,Bangalore,Cab,organic_app,BAN-Z23,low,te,35-44
CPT120227,2026-05-31 12:52:00,Delhi,Auto,referral,DEL-Z21,mid,en,35-44
CPT123316,2026-05-31 12:56:00,Pune,ERickshaw,gc_telecalling,PUN-Z03,mid,kn,18-24
CPT116355,2026-05-31 13:16:00,Delhi,Cab,organic_app,DEL-Z24,high,te,25-34
CPT119414,2026-05-31 13:21:00,Hyderabad,Auto,organic_app,HYD-Z05,low,hi,25-34
CPT120052,2026-05-31 13:24:00,Delhi,Auto,referral,DEL-Z18,low,hi,18-24
CPT117481,2026-05-31 13:47:00,Hyderabad,Auto,organic_app,HYD-Z23,mid,en,18-24
CPT120214,2026-05-31 13:50:00,Hyderabad,Auto,paid_digital,HYD-Z17,low,te,35-44
CPT110002,2026-05-31 13:54:00,Pune,Cab,fos_field,PUN-Z15,mid,kn,25-34
CPT124586,2026-05-31 14:11:00,Pune,Cab,fos_field,PUN-Z14,low,kn,25-34
CPT107906,2026-05-31 14:25:00,Delhi,ERickshaw,organic_app,DEL-Z12,mid,mr,18-24
CPT109018,2026-05-31 14:30:00,Delhi,ERickshaw,fos_field,DEL-Z12,low,kn,35-44
CPT104639,2026-05-31 14:31:00,Pune,Cab,paid_digital,PUN-Z16,high,te,25-34
CPT107149,2026-05-31 14:35:00,Bangalore,Cab,referral,BAN-Z04,mid,kn,25-34
CPT115367,2026-05-31 14:36:00,Bangalore,Cab,organic_app,BAN-Z07,low,kn,25-34
CPT114511,2026-05-31 14:50:00,Delhi,ERickshaw,gc_telecalling,DEL-Z09,low,kn,45+
CPT119335,2026-05-31 14:59:00,Hyderabad,Cab,fos_field,HYD-Z18,low,te,25-34
CPT105294,2026-05-31 15:08:00,Hyderabad,Auto,paid_digital,HYD-Z12,mid,en,35-44
CPT102884,2026-05-31 15:12:00,Hyderabad,Cab,paid_digital,HYD-Z15,low,en,25-34
CPT110888,2026-05-31 15:17:00,Pune,ERickshaw,gc_telecalling,PUN-Z21,mid,en,25-34
CPT119140,2026-05-31 15:25:00,Delhi,Auto,referral,DEL-Z02,low,mr,25-34
CPT122641,2026-05-31 15:27:00,Delhi,ERickshaw,fos_field,DEL-Z05,mid,kn,35-44
CPT123562,2026-05-31 15:31:00,Delhi,Auto,paid_digital,DEL-Z16,low,te,25-34
CPT112925,2026-05-31 15:32:00,Delhi,ERickshaw,paid_digital,DEL-Z14,high,kn,25-34
CPT102605,2026-05-31 15:58:00,Bangalore,Auto,fos_field,BAN-Z13,low,hi,35-44
CPT111066,2026-05-31 16:03:00,Delhi,Auto,organic_app,DEL-Z01,low,en,35-44
CPT121152,2026-05-31 16:09:00,Pune,Auto,organic_app,PUN-Z17,mid,mr,25-34
CPT123120,2026-05-31 16:10:00,Delhi,Auto,referral,DEL-Z23,mid,mr,45+
CPT103616,2026-05-31 16:14:00,Bangalore,Auto,organic_app,BAN-Z09,mid,en,25-34
CPT114373,2026-05-31 16:22:00,Delhi,ERickshaw,organic_app,DEL-Z02,mid,te,35-44
CPT109019,2026-05-31 16:39:00,Hyderabad,Auto,referral,HYD-Z09,mid,en,25-34
CPT123972,2026-05-31 16:42:00,Bangalore,Auto,referral,BAN-Z04,mid,en,18-24
CPT118208,2026-05-31 16:47:00,Hyderabad,Cab,organic_app,HYD-Z12,low,en,25-34
CPT104284,2026-05-31 16:53:00,Hyderabad,Cab,organic_app,HYD-Z17,mid,te,18-24
CPT104696,2026-05-31 16:58:00,Pune,Cab,referral,PUN-Z09,mid,mr,25-34
CPT115582,2026-05-31 17:01:00,Delhi,Auto,referral,DEL-Z05,mid,kn,45+
CPT118678,2026-05-31 17:07:00,Pune,Auto,fos_field,PUN-Z13,low,te,18-24
CPT123470,2026-05-31 17:18:00,Bangalore,Auto,fos_field,BAN-Z01,high,te,35-44
CPT118363,2026-05-31 17:20:00,Hyderabad,Auto,fos_field,HYD-Z11,low,hi,18-24
CPT123282,2026-05-31 17:20:00,Delhi,Auto,organic_app,DEL-Z16,low,en,25-34
CPT103901,2026-05-31 17:52:00,Pune,Auto,fos_field,PUN-Z23,mid,kn,45+
CPT118254,2026-05-31 17:55:00,Pune,ERickshaw,referral,PUN-Z14,mid,en,18-24
CPT110310,2026-05-31 17:57:00,Pune,Cab,paid_digital,PUN-Z05,mid,hi,25-34
CPT122179,2026-05-31 18:00:00,Hyderabad,Auto,organic_app,HYD-Z13,mid,hi,25-34
CPT105295,2026-05-31 18:02:00,Delhi,Auto,organic_app,DEL-Z12,mid,en,18-24
CPT122045,2026-05-31 18:02:00,Hyderabad,Auto,referral,HYD-Z22,mid,kn,25-34
CPT108242,2026-05-31 18:16:00,Bangalore,Auto,referral,BAN-Z01,low,te,35-44
CPT121940,2026-05-31 18:30:00,Delhi,ERickshaw,fos_field,DEL-Z22,low,te,25-34
CPT113470,2026-05-31 18:54:00,Hyderabad,Cab,referral,HYD-Z23,high,mr,25-34
CPT101820,2026-05-31 18:57:00,Bangalore,Auto,fos_field,BAN-Z06,mid,kn,18-24
CPT119410,2026-05-31 18:57:00,Delhi,Auto,organic_app,DEL-Z05,mid,en,18-24
CPT120136,2026-05-31 19:12:00,Delhi,ERickshaw,organic_app,DEL-Z20,mid,mr,25-34
CPT114746,2026-05-31 19:15:00,Delhi,Auto,fos_field,DEL-Z17,low,hi,25-34
CPT111819,2026-05-31 19:17:00,Hyderabad,ERickshaw,referral,HYD-Z06,low,mr,25-34
CPT118561,2026-05-31 19:18:00,Delhi,ERickshaw,fos_field,DEL-Z17,low,kn,35-44
CPT103271,2026-05-31 19:32:00,Pune,Cab,organic_app,PUN-Z23,low,te,18-24
CPT113844,2026-05-31 19:36:00,Pune,ERickshaw,organic_app,PUN-Z08,low,hi,35-44
CPT112120,2026-05-31 19:39:00,Bangalore,Cab,referral,BAN-Z20,mid,mr,18-24
CPT121335,2026-05-31 19:43:00,Bangalore,Cab,organic_app,BAN-Z07,high,mr,35-44
CPT113877,2026-05-31 19:50:00,Bangalore,Auto,gc_telecalling,BAN-Z10,low,te,18-24
CPT109346,2026-05-31 19:50:00,Bangalore,ERickshaw,fos_field,BAN-Z09,mid,te,35-44
CPT105401,2026-05-31 19:56:00,Hyderabad,Auto,referral,HYD-Z15,low,te,35-44
CPT123686,2026-05-31 20:00:00,Pune,Auto,organic_app,PUN-Z13,low,en,25-34
CPT113683,2026-05-31 20:01:00,Delhi,Cab,organic_app,DEL-Z21,low,te,25-34
CPT111052,2026-05-31 20:01:00,Bangalore,Cab,referral,BAN-Z02,low,en,45+
CPT115457,2026-05-31 20:03:00,Hyderabad,Auto,paid_digital,HYD-Z17,low,kn,45+
CPT113609,2026-05-31 20:06:00,Bangalore,Cab,paid_digital,BAN-Z13,mid,hi,18-24
CPT109667,2026-05-31 20:13:00,Bangalore,Auto,paid_digital,BAN-Z12,mid,en,25-34
CPT124502,2026-05-31 20:22:00,Hyderabad,Cab,organic_app,HYD-Z12,low,te,25-34
CPT115358,2026-05-31 20:32:00,Pune,Auto,referral,PUN-Z03,high,te,25-34
CPT121342,2026-05-31 20:33:00,Hyderabad,Auto,fos_field,HYD-Z16,low,kn,18-24
CPT115836,2026-05-31 20:37:00,Hyderabad,Cab,paid_digital,HYD-Z04,low,te,18-24
CPT112140,2026-05-31 20:56:00,Delhi,Auto,fos_field,DEL-Z22,mid,en,25-34
CPT122251,2026-05-31 21:01:00,Delhi,Cab,organic_app,DEL-Z10,low,mr,35-44
CPT122227,2026-05-31 21:01:00,Hyderabad,Auto,fos_field,HYD-Z23,high,te,45+
CPT101622,2026-05-31 21:06:00,Bangalore,Cab,organic_app,BAN-Z06,high,te,18-24
CPT118264,2026-05-31 21:07:00,Delhi,Auto,fos_field,DEL-Z07,mid,kn,45+
CPT120861,2026-05-31 21:10:00,Hyderabad,Cab,paid_digital,HYD-Z12,mid,mr,25-34
CPT115530,2026-05-31 21:37:00,Delhi,ERickshaw,fos_field,DEL-Z08,high,en,35-44
CPT122533,2026-05-31 21:41:00,Hyderabad,Cab,referral,HYD-Z10,mid,te,25-34
CPT109320,2026-05-31 21:49:00,Delhi,Cab,fos_field,DEL-Z06,low,te,45+
CPT111978,2026-06-01 06:02:00,Hyderabad,Auto,organic_app,HYD-Z05,mid,hi,18-24
CPT122443,2026-06-01 06:03:00,Pune,Cab,organic_app,PUN-Z04,low,en,45+
CPT103617,2026-06-01 06:06:00,Hyderabad,Cab,paid_digital,HYD-Z08,mid,en,25-34
CPT108126,2026-06-01 06:06:00,Delhi,ERickshaw,organic_app,DEL-Z05,mid,mr,35-44
CPT121544,2026-06-01 06:10:00,Pune,Auto,fos_field,PUN-Z20,mid,kn,18-24
CPT124890,2026-06-01 06:16:00,Hyderabad,Cab,referral,HYD-Z22,low,hi,25-34
CPT121789,2026-06-01 06:20:00,Bangalore,Cab,paid_digital,BAN-Z04,mid,te,45+
CPT111670,2026-06-01 06:34:00,Pune,Cab,fos_field,PUN-Z05,low,te,25-34
CPT119228,2026-06-01 06:40:00,Bangalore,Auto,referral,BAN-Z06,low,mr,18-24
CPT119525,2026-06-01 07:01:00,Hyderabad,Cab,paid_digital,HYD-Z18,mid,en,35-44
CPT102562,2026-06-01 07:04:00,Hyderabad,Cab,organic_app,HYD-Z09,mid,mr,25-34
CPT117840,2026-06-01 07:11:00,Pune,ERickshaw,organic_app,PUN-Z09,low,hi,25-34
CPT100903,2026-06-01 07:19:00,Delhi,Auto,organic_app,DEL-Z19,low,mr,35-44
CPT121624,2026-06-01 07:25:00,Bangalore,Auto,organic_app,BAN-Z08,low,mr,35-44
CPT108438,2026-06-01 07:26:00,Bangalore,Cab,organic_app,BAN-Z18,high,mr,35-44
CPT106327,2026-06-01 07:35:00,Delhi,Cab,referral,DEL-Z12,high,hi,35-44
CPT109004,2026-06-01 07:36:00,Pune,Auto,referral,PUN-Z16,high,kn,25-34
CPT108193,2026-06-01 07:39:00,Hyderabad,Auto,organic_app,HYD-Z09,low,kn,35-44
CPT107250,2026-06-01 07:43:00,Bangalore,Cab,organic_app,BAN-Z03,low,hi,25-34
CPT120371,2026-06-01 07:46:00,Hyderabad,Cab,referral,HYD-Z05,high,kn,35-44
CPT114918,2026-06-01 07:49:00,Hyderabad,Auto,organic_app,HYD-Z03,low,te,35-44
CPT100570,2026-06-01 07:57:00,Pune,Cab,paid_digital,PUN-Z20,low,te,25-34
CPT116168,2026-06-01 07:58:00,Bangalore,Auto,organic_app,BAN-Z13,mid,hi,18-24
CPT115324,2026-06-01 08:00:00,Hyderabad,Auto,gc_telecalling,HYD-Z01,high,en,25-34
CPT111589,2026-06-01 08:01:00,Delhi,ERickshaw,referral,DEL-Z13,mid,en,35-44
CPT118776,2026-06-01 08:07:00,Hyderabad,Cab,fos_field,HYD-Z10,low,mr,35-44
CPT121754,2026-06-01 08:14:00,Delhi,Auto,organic_app,DEL-Z11,low,hi,35-44
CPT105533,2026-06-01 08:17:00,Hyderabad,Auto,fos_field,HYD-Z20,low,kn,18-24
CPT110028,2026-06-01 08:25:00,Pune,Auto,fos_field,PUN-Z13,low,mr,35-44
CPT114797,2026-06-01 08:33:00,Pune,Auto,fos_field,PUN-Z10,mid,kn,25-34
CPT101902,2026-06-01 08:34:00,Hyderabad,Cab,paid_digital,HYD-Z10,mid,en,25-34
CPT104623,2026-06-01 08:38:00,Delhi,Auto,referral,DEL-Z10,low,kn,45+
CPT122696,2026-06-01 08:52:00,Bangalore,Auto,organic_app,BAN-Z17,low,en,35-44
CPT118631,2026-06-01 09:01:00,Pune,Cab,paid_digital,PUN-Z23,low,mr,35-44
CPT117465,2026-06-01 09:05:00,Hyderabad,Auto,organic_app,HYD-Z11,low,mr,35-44
CPT110332,2026-06-01 09:20:00,Hyderabad,Auto,referral,HYD-Z14,high,en,25-34
CPT110073,2026-06-01 09:21:00,Bangalore,Cab,organic_app,BAN-Z13,mid,mr,35-44
CPT100721,2026-06-01 09:21:00,Bangalore,Auto,organic_app,BAN-Z02,high,en,25-34
CPT123100,2026-06-01 09:22:00,Delhi,Cab,organic_app,DEL-Z13,high,te,35-44
CPT100177,2026-06-01 09:40:00,Hyderabad,Auto,fos_field,HYD-Z12,mid,mr,35-44
CPT102935,2026-06-01 09:46:00,Delhi,ERickshaw,referral,DEL-Z14,mid,te,45+
CPT109495,2026-06-01 09:48:00,Hyderabad,Cab,organic_app,HYD-Z17,mid,mr,18-24
CPT101403,2026-06-01 09:59:00,Hyderabad,Cab,organic_app,HYD-Z02,low,kn,25-34
CPT112192,2026-06-01 10:20:00,Delhi,ERickshaw,paid_digital,DEL-Z20,mid,mr,25-34
CPT109135,2026-06-01 10:24:00,Delhi,ERickshaw,organic_app,DEL-Z05,mid,hi,18-24
CPT114189,2026-06-01 10:27:00,Bangalore,Auto,organic_app,BAN-Z04,low,hi,25-34
CPT106205,2026-06-01 10:34:00,Delhi,ERickshaw,organic_app,DEL-Z09,high,kn,25-34
CPT114548,2026-06-01 10:38:00,Bangalore,Auto,paid_digital,BAN-Z12,mid,en,18-24
CPT102512,2026-06-01 10:46:00,Bangalore,Auto,fos_field,BAN-Z14,mid,en,35-44
CPT103679,2026-06-01 10:47:00,Hyderabad,ERickshaw,organic_app,HYD-Z23,mid,te,35-44
CPT112481,2026-06-01 10:47:00,Pune,Cab,fos_field,PUN-Z19,mid,te,18-24
CPT100514,2026-06-01 10:57:00,Hyderabad,Auto,fos_field,HYD-Z05,low,te,35-44
CPT117263,2026-06-01 10:59:00,Hyderabad,Auto,paid_digital,HYD-Z22,mid,hi,35-44
CPT109769,2026-06-01 11:00:00,Bangalore,Auto,organic_app,BAN-Z24,high,hi,18-24
CPT120005,2026-06-01 11:10:00,Bangalore,Auto,organic_app,BAN-Z20,mid,hi,35-44
CPT113590,2026-06-01 11:24:00,Bangalore,Cab,referral,BAN-Z18,mid,en,25-34
CPT121298,2026-06-01 11:25:00,Bangalore,Cab,gc_telecalling,BAN-Z12,mid,hi,25-34
CPT123649,2026-06-01 11:27:00,Delhi,Auto,paid_digital,DEL-Z07,low,te,25-34
CPT106392,2026-06-01 11:28:00,Bangalore,Cab,referral,BAN-Z24,low,mr,45+
CPT115194,2026-06-01 11:29:00,Hyderabad,Cab,organic_app,HYD-Z17,high,kn,18-24
CPT121751,2026-06-01 11:35:00,Delhi,Cab,fos_field,DEL-Z23,low,te,45+
CPT102678,2026-06-01 11:47:00,Hyderabad,Auto,fos_field,HYD-Z13,mid,en,18-24
CPT118086,2026-06-01 12:00:00,Pune,Auto,paid_digital,PUN-Z18,low,hi,25-34
CPT104741,2026-06-01 12:02:00,Delhi,Auto,organic_app,DEL-Z15,mid,te,25-34
CPT109558,2026-06-01 12:03:00,Pune,Cab,fos_field,PUN-Z23,low,en,25-34
CPT122053,2026-06-01 12:03:00,Bangalore,Cab,organic_app,BAN-Z16,low,kn,25-34
CPT100952,2026-06-01 12:06:00,Delhi,ERickshaw,organic_app,DEL-Z23,low,te,18-24
CPT110138,2026-06-01 12:10:00,Bangalore,Cab,referral,BAN-Z15,high,mr,35-44
CPT124995,2026-06-01 12:22:00,Pune,Auto,fos_field,PUN-Z04,mid,kn,25-34
CPT122086,2026-06-01 12:24:00,Pune,Auto,organic_app,PUN-Z05,mid,hi,25-34
CPT122130,2026-06-01 12:42:00,Delhi,ERickshaw,organic_app,DEL-Z19,high,en,25-34
CPT102020,2026-06-01 13:01:00,Bangalore,Auto,paid_digital,BAN-Z24,low,hi,45+
CPT103001,2026-06-01 13:06:00,Pune,Auto,referral,PUN-Z10,mid,te,35-44
CPT105028,2026-06-01 13:07:00,Pune,Cab,fos_field,PUN-Z24,low,hi,25-34
CPT109924,2026-06-01 13:08:00,Pune,Auto,organic_app,PUN-Z03,mid,en,35-44
CPT107073,2026-06-01 13:09:00,Pune,Auto,fos_field,PUN-Z03,mid,hi,18-24
CPT101138,2026-06-01 13:16:00,Delhi,Auto,fos_field,DEL-Z16,mid,mr,18-24
CPT108221,2026-06-01 13:17:00,Delhi,ERickshaw,fos_field,DEL-Z16,mid,kn,25-34
CPT113795,2026-06-01 13:20:00,Hyderabad,Cab,organic_app,HYD-Z13,low,hi,25-34
CPT112055,2026-06-01 13:21:00,Pune,ERickshaw,fos_field,PUN-Z10,mid,te,35-44
CPT116501,2026-06-01 13:31:00,Hyderabad,Cab,organic_app,HYD-Z23,high,te,25-34
CPT116319,2026-06-01 13:40:00,Hyderabad,Cab,paid_digital,HYD-Z10,low,te,25-34
CPT116977,2026-06-01 13:44:00,Delhi,ERickshaw,organic_app,DEL-Z15,low,en,18-24
CPT123125,2026-06-01 13:44:00,Delhi,Auto,fos_field,DEL-Z13,high,kn,35-44
CPT124780,2026-06-01 13:49:00,Bangalore,Auto,fos_field,BAN-Z05,low,kn,25-34
CPT115797,2026-06-01 13:55:00,Bangalore,Auto,paid_digital,BAN-Z15,low,te,25-34
CPT120921,2026-06-01 13:56:00,Delhi,ERickshaw,fos_field,DEL-Z12,low,te,25-34
CPT100802,2026-06-01 13:57:00,Hyderabad,Auto,organic_app,HYD-Z01,mid,en,45+
CPT112774,2026-06-01 14:00:00,Hyderabad,ERickshaw,referral,HYD-Z02,mid,kn,35-44
CPT112080,2026-06-01 14:03:00,Hyderabad,Cab,fos_field,HYD-Z01,mid,kn,45+
CPT105509,2026-06-01 14:06:00,Hyderabad,Auto,referral,HYD-Z06,mid,en,25-34
CPT107077,2026-06-01 14:07:00,Delhi,Auto,paid_digital,DEL-Z20,low,mr,35-44
CPT108324,2026-06-01 14:11:00,Pune,Auto,fos_field,PUN-Z09,mid,en,25-34
CPT111675,2026-06-01 14:14:00,Delhi,Cab,organic_app,DEL-Z14,high,mr,25-34
CPT110423,2026-06-01 14:21:00,Hyderabad,Auto,paid_digital,HYD-Z19,high,te,25-34
CPT122928,2026-06-01 14:23:00,Hyderabad,Cab,organic_app,HYD-Z03,mid,en,18-24
CPT106162,2026-06-01 14:39:00,Bangalore,Cab,fos_field,BAN-Z02,high,kn,25-34
CPT120782,2026-06-01 14:52:00,Hyderabad,Auto,referral,HYD-Z17,low,kn,25-34
CPT122760,2026-06-01 14:59:00,Bangalore,Cab,gc_telecalling,BAN-Z03,mid,te,35-44
CPT118285,2026-06-01 14:59:00,Hyderabad,Auto,fos_field,HYD-Z02,low,mr,25-34
CPT100452,2026-06-01 15:01:00,Delhi,ERickshaw,fos_field,DEL-Z15,mid,kn,25-34
CPT102907,2026-06-01 15:15:00,Delhi,Auto,gc_telecalling,DEL-Z10,mid,mr,25-34
CPT124367,2026-06-01 15:22:00,Delhi,ERickshaw,paid_digital,DEL-Z06,mid,kn,25-34
CPT122810,2026-06-01 15:34:00,Hyderabad,Auto,paid_digital,HYD-Z17,low,te,35-44
CPT121876,2026-06-01 15:35:00,Bangalore,Cab,organic_app,BAN-Z01,low,mr,45+
CPT117957,2026-06-01 15:37:00,Delhi,ERickshaw,gc_telecalling,DEL-Z24,mid,hi,25-34
CPT117682,2026-06-01 15:46:00,Pune,Auto,gc_telecalling,PUN-Z23,mid,te,25-34
CPT102793,2026-06-01 15:55:00,Hyderabad,Auto,paid_digital,HYD-Z18,mid,te,25-34
CPT106749,2026-06-01 15:57:00,Delhi,ERickshaw,referral,DEL-Z07,mid,kn,25-34
CPT100710,2026-06-01 16:17:00,Bangalore,Cab,organic_app,BAN-Z22,low,mr,18-24
CPT109170,2026-06-01 16:23:00,Delhi,ERickshaw,organic_app,DEL-Z15,mid,mr,18-24
CPT119167,2026-06-01 16:33:00,Bangalore,Auto,organic_app,BAN-Z03,low,kn,25-34
CPT112962,2026-06-01 16:39:00,Delhi,ERickshaw,organic_app,DEL-Z23,low,te,25-34
CPT114783,2026-06-01 16:45:00,Pune,Auto,referral,PUN-Z17,mid,hi,25-34
CPT100119,2026-06-01 16:46:00,Pune,Auto,organic_app,PUN-Z14,low,mr,45+
CPT109017,2026-06-01 16:46:00,Delhi,Auto,organic_app,DEL-Z15,mid,kn,35-44
CPT116945,2026-06-01 17:26:00,Delhi,Auto,paid_digital,DEL-Z14,low,en,45+
CPT100626,2026-06-01 17:31:00,Delhi,Cab,referral,DEL-Z07,low,kn,45+
CPT115068,2026-06-01 17:34:00,Delhi,Cab,organic_app,DEL-Z23,high,kn,25-34
CPT106533,2026-06-01 17:35:00,Pune,Cab,fos_field,PUN-Z22,low,hi,25-34
CPT113510,2026-06-01 17:35:00,Pune,Auto,organic_app,PUN-Z08,mid,kn,35-44
