captain_id,decision_ts,final_status,last_stage_reached,docs_cleared
CPT108430,,dropped_in_docs,PERMIT,3
CPT110582,,dropped_in_docs,PERMIT,3
CPT118638,,in_progress,INSURANCE,5
CPT112439,,dropped_in_docs,INSURANCE,5
CPT112539,,dropped_in_docs,PERMIT,3
CPT100971,,dropped_in_docs,RC,1
CPT120219,,dropped_in_docs,DL,0
CPT121390,,dropped_in_docs,INSURANCE,5
CPT119419,,dropped_in_docs,DL,0
CPT116244,,dropped_in_docs,PERMIT,3
CPT120271,,dropped_in_docs,DL,0
CPT108785,2026-06-24 06:17:26.875709289,rejected,vehicle_age_policy,6
CPT111485,,dropped_in_docs,RC,1
CPT111652,,dropped_in_docs,RC,1
CPT107463,,dropped_in_docs,DL,0
CPT112344,,dropped_in_docs,RC,1
CPT102736,2026-06-24 03:23:27.287783455,approved,,6
CPT118892,,dropped_in_docs,FITNESS,4
CPT107961,,dropped_in_docs,RC,1
CPT116941,,dropped_in_docs,PERMIT,3
CPT105740,,dropped_in_docs,FITNESS,4
CPT104752,,dropped_in_docs,DL,0
CPT110661,2026-06-23 13:28:44.010735749,approved,,6
CPT113263,2026-06-22 17:20:33.159784216,approved,,5
CPT113721,,dropped_in_docs,FITNESS,4
CPT122930,,dropped_in_docs,FITNESS,4
CPT113815,,dropped_in_docs,FITNESS,4
CPT119130,2026-06-22 06:51:10.698220652,approved,,6
CPT114152,,dropped_in_docs,RC,1
CPT102767,,dropped_in_docs,DL,0
CPT115635,,dropped_in_docs,AADHAAR,2
CPT107647,,dropped_in_docs,INSURANCE,5
CPT114196,,dropped_in_docs,PERMIT,3
CPT121790,,dropped_in_docs,RC,1
CPT109966,,dropped_in_docs,INSURANCE,5
CPT123886,2026-06-25 09:41:48.624920343,approved,,6
CPT111452,,dropped_in_docs,RC,1
CPT120956,2026-06-20 19:17:32.093630524,approved,,5
CPT104237,,dropped_in_docs,DL,0
CPT123303,,dropped_in_docs,RC,1
CPT109298,,dropped_in_docs,PERMIT,3
CPT108336,,dropped_in_docs,PERMIT,3
CPT121332,,dropped_in_docs,PERMIT,3
CPT120874,,dropped_in_docs,INSURANCE,5
CPT123163,2026-06-23 18:15:30.013405467,approved,,6
CPT103282,,dropped_in_docs,DL,0
CPT116103,,dropped_in_docs,DL,0
CPT104365,,dropped_in_docs,FITNESS,4
CPT109028,,dropped_in_docs,RC,1
CPT119155,,dropped_in_docs,RC,1
CPT101872,,dropped_in_docs,PERMIT,3
CPT108469,,dropped_in_docs,RC,1
CPT107439,,dropped_in_docs,RC,1
CPT119588,,dropped_in_docs,DL,0
CPT114141,,dropped_in_docs,FITNESS,4
CPT111504,2026-06-23 13:18:59.358158565,approved,,6
CPT119751,2026-06-23 10:55:36.288372051,approved,,6
CPT115481,2026-06-25 07:33:13.679968787,approved,,5
CPT114850,2026-06-23 22:29:38.130247474,approved,,5
CPT109086,,dropped_in_docs,RC,1
CPT106098,,dropped_in_docs,RC,1
CPT103501,,dropped_in_docs,INSURANCE,5
CPT123924,,dropped_in_docs,AADHAAR,2
CPT106481,,dropped_in_docs,RC,1
CPT115387,2026-06-22 03:02:11.960633137,approved,,5
CPT106569,,dropped_in_docs,INSURANCE,5
CPT106464,,dropped_in_docs,INSURANCE,5
CPT104108,,dropped_in_docs,PERMIT,3
CPT112511,,dropped_in_docs,INSURANCE,5
CPT123389,,dropped_in_docs,PERMIT,3
CPT115161,,dropped_in_docs,DL,0
CPT112018,,dropped_in_docs,RC,1
CPT111079,,dropped_in_docs,RC,1
CPT116208,,dropped_in_docs,INSURANCE,5
CPT114566,,dropped_in_docs,AADHAAR,2
CPT113070,2026-06-27 14:29:59.808790471,approved,,6
CPT119683,,dropped_in_docs,DL,0
CPT113611,,dropped_in_docs,FITNESS,4
CPT105725,,dropped_in_docs,INSURANCE,5
CPT113970,,dropped_in_docs,RC,1
CPT102211,,dropped_in_docs,FITNESS,4
CPT114899,,dropped_in_docs,INSURANCE,5
CPT104070,,dropped_in_docs,RC,1
CPT113977,,dropped_in_docs,PERMIT,3
CPT114668,,dropped_in_docs,AADHAAR,2
CPT124057,,dropped_in_docs,RC,1
CPT119986,,dropped_in_docs,RC,1
CPT115270,,dropped_in_docs,RC,1
CPT110555,,dropped_in_docs,INSURANCE,5
CPT123042,,dropped_in_docs,RC,1
CPT100786,,dropped_in_docs,DL,0
CPT100727,,dropped_in_docs,RC,1
CPT108280,,dropped_in_docs,INSURANCE,5
CPT103787,,dropped_in_docs,RC,1
CPT124341,,dropped_in_docs,RC,1
CPT105001,,dropped_in_docs,RC,1
CPT122994,,dropped_in_docs,RC,1
CPT103071,2026-06-21 19:43:05.049707950,approved,,6
CPT106253,,dropped_in_docs,DL,0
CPT110335,,dropped_in_docs,RC,1
CPT116201,,dropped_in_docs,RC,1
CPT121780,,dropped_in_docs,DL,0
CPT119290,,dropped_in_docs,AADHAAR,2
CPT119398,,dropped_in_docs,PERMIT,3
CPT109568,,dropped_in_docs,INSURANCE,5
CPT116282,,dropped_in_docs,RC,1
CPT102179,,dropped_in_docs,RC,1
CPT109234,,dropped_in_docs,INSURANCE,5
CPT103274,,dropped_in_docs,AADHAAR,2
CPT117675,2026-06-22 14:42:45.848928947,approved,,5
CPT121975,,dropped_in_docs,INSURANCE,5
CPT104833,,dropped_in_docs,RC,1
CPT113709,,dropped_in_docs,DL,0
CPT103368,,dropped_in_docs,RC,1
CPT121519,,dropped_in_docs,PERMIT,3
CPT102085,2026-06-23 07:55:29.610192347,approved,,6
CPT110267,,dropped_in_docs,RC,1
CPT105267,2026-06-21 21:45:18.914470681,approved,,6
CPT103160,,dropped_in_docs,RC,1
CPT104816,,dropped_in_docs,DL,0
CPT114192,2026-06-24 12:14:00.602521596,approved,,5
CPT114626,,dropped_in_docs,RC,1
CPT118170,,dropped_in_docs,DL,0
CPT103095,,dropped_in_docs,DL,0
CPT111321,,dropped_in_docs,RC,1
CPT110612,,dropped_in_docs,PERMIT,3
CPT118056,,dropped_in_docs,DL,0
CPT115350,,dropped_in_docs,PERMIT,3
CPT115778,,dropped_in_docs,FITNESS,4
CPT108294,,dropped_in_docs,PERMIT,3
CPT123111,,dropped_in_docs,PERMIT,3
CPT111748,,dropped_in_docs,INSURANCE,5
CPT112646,,dropped_in_docs,INSURANCE,5
CPT113207,2026-06-23 05:30:01.758009301,approved,,5
CPT109199,,dropped_in_docs,FITNESS,4
CPT107128,,dropped_in_docs,RC,1
CPT121966,2026-06-23 10:29:43.710387768,approved,,5
CPT114949,,dropped_in_docs,RC,1
CPT114182,,dropped_in_docs,DL,0
CPT101904,,dropped_in_docs,DL,0
CPT119468,,dropped_in_docs,PERMIT,3
CPT109052,2026-06-25 08:42:34.851740327,approved,,6
CPT120201,2026-06-25 08:58:36.343797620,approved,,6
CPT106135,,dropped_in_docs,RC,1
CPT115526,,dropped_in_docs,RC,1
CPT104583,,dropped_in_docs,PERMIT,3
CPT102468,,dropped_in_docs,PERMIT,3
CPT123238,,dropped_in_docs,FITNESS,4
CPT112608,,dropped_in_docs,RC,1
CPT118177,,dropped_in_docs,PERMIT,3
CPT119193,,dropped_in_docs,PERMIT,3
CPT109541,,dropped_in_docs,RC,1
CPT111355,,dropped_in_docs,FITNESS,4
CPT100379,,dropped_in_docs,RC,1
CPT104152,,dropped_in_docs,DL,0
CPT122416,,dropped_in_docs,PERMIT,3
CPT116291,2026-06-23 09:48:50.809026251,approved,,6
CPT106619,,dropped_in_docs,AADHAAR,2
CPT124781,,dropped_in_docs,RC,1
CPT103757,2026-06-23 22:16:59.694495827,approved,,6
CPT101229,,dropped_in_docs,DL,0
CPT106012,,dropped_in_docs,RC,1
CPT100180,,dropped_in_docs,INSURANCE,5
CPT119378,,dropped_in_docs,PERMIT,3
CPT113125,,dropped_in_docs,PERMIT,3
CPT101184,,dropped_in_docs,RC,1
CPT100347,,dropped_in_docs,PERMIT,3
CPT105741,,dropped_in_docs,DL,0
CPT114108,,dropped_in_docs,FITNESS,4
CPT118102,,dropped_in_docs,INSURANCE,5
CPT103456,,dropped_in_docs,PERMIT,3
CPT107975,,dropped_in_docs,RC,1
CPT112349,,dropped_in_docs,DL,0
CPT106241,,dropped_in_docs,AADHAAR,2
CPT116377,,dropped_in_docs,INSURANCE,5
CPT110209,,dropped_in_docs,INSURANCE,5
CPT118586,,dropped_in_docs,RC,1
CPT103503,,dropped_in_docs,DL,0
CPT117699,,dropped_in_docs,RC,1
CPT116468,,dropped_in_docs,RC,1
CPT122777,,dropped_in_docs,RC,1
CPT107789,2026-06-24 15:08:38.177421837,approved,,6
CPT109967,,dropped_in_docs,DL,0
CPT119170,,in_progress,FITNESS,4
CPT121868,,dropped_in_docs,PERMIT,3
CPT113306,,dropped_in_docs,RC,1
CPT114991,,dropped_in_docs,FITNESS,4
CPT100586,,dropped_in_docs,INSURANCE,5
CPT120011,,dropped_in_docs,PERMIT,3
CPT104809,,dropped_in_docs,RC,1
CPT119781,2026-06-23 18:55:46.489444179,rejected,vehicle_age_policy,6
CPT114035,,dropped_in_docs,RC,1
CPT106382,,dropped_in_docs,PERMIT,3
CPT115284,,dropped_in_docs,RC,1
CPT118747,,dropped_in_docs,AADHAAR,2
CPT117619,,dropped_in_docs,DL,0
CPT103283,,dropped_in_docs,RC,1
CPT104044,2026-06-24 01:16:39.365116167,approved,,5
CPT117156,2026-06-22 01:56:47.446815786,rejected,background_check_failed,6
CPT101957,,dropped_in_docs,DL,0
CPT120930,,dropped_in_docs,PERMIT,3
CPT122736,,dropped_in_docs,PERMIT,3
CPT121280,2026-06-23 17:32:20.505846612,approved,,6
CPT113253,,dropped_in_docs,FITNESS,4
CPT124858,,dropped_in_docs,INSURANCE,5
CPT117237,2026-06-24 04:14:18.122226616,approved,,6
CPT124824,,dropped_in_docs,DL,0
CPT110244,,dropped_in_docs,RC,1
CPT109779,,dropped_in_docs,DL,0
CPT102532,,dropped_in_docs,PERMIT,3
CPT116749,,dropped_in_docs,PERMIT,3
CPT109078,,dropped_in_docs,AADHAAR,2
CPT118914,,dropped_in_docs,RC,1
CPT111857,,dropped_in_docs,DL,0
CPT101233,,dropped_in_docs,RC,1
CPT103348,,dropped_in_docs,FITNESS,4
CPT107441,,dropped_in_docs,PERMIT,3
CPT103128,,dropped_in_docs,FITNESS,4
CPT107996,,in_progress,PERMIT,3
CPT100161,,dropped_in_docs,FITNESS,4
CPT116839,,dropped_in_docs,INSURANCE,5
CPT122265,,dropped_in_docs,RC,1
CPT109182,,dropped_in_docs,RC,1
CPT111699,2026-06-23 10:07:49.106665216,approved,,6
CPT124322,2026-06-25 17:09:43.259553545,approved,,6
CPT124660,2026-06-23 01:38:04.298124881,approved,,6
CPT106335,,dropped_in_docs,DL,0
CPT116358,,dropped_in_docs,FITNESS,4
CPT103516,2026-06-25 21:37:46.031126052,approved,,6
CPT109304,,dropped_in_docs,PERMIT,3
CPT108208,,dropped_in_docs,RC,1
CPT114249,,dropped_in_docs,INSURANCE,5
CPT122185,,dropped_in_docs,INSURANCE,5
CPT108763,,dropped_in_docs,RC,1
CPT101908,,dropped_in_docs,PERMIT,3
CPT114179,,dropped_in_docs,FITNESS,4
CPT105639,,dropped_in_docs,PERMIT,3
CPT104364,,dropped_in_docs,RC,1
CPT108031,,dropped_in_docs,INSURANCE,5
CPT113974,,dropped_in_docs,AADHAAR,2
CPT118930,,dropped_in_docs,RC,1
CPT112257,2026-06-22 04:53:58.831110409,approved,,5
CPT100027,,dropped_in_docs,INSURANCE,5
CPT105958,,dropped_in_docs,DL,0
CPT103131,,dropped_in_docs,PERMIT,3
CPT106554,2026-06-23 19:57:47.649068579,approved,,6
CPT101944,2026-06-25 16:30:15.578427165,approved,,6
CPT120579,2026-06-23 19:47:44.421078936,approved,,6
CPT109590,,dropped_in_docs,INSURANCE,5
CPT103431,,dropped_in_docs,RC,1
CPT106370,,dropped_in_docs,FITNESS,4
CPT104702,,dropped_in_docs,DL,0
CPT124483,,dropped_in_docs,DL,0
CPT112229,,dropped_in_docs,FITNESS,4
CPT122653,,dropped_in_docs,INSURANCE,5
CPT118560,,dropped_in_docs,PERMIT,3
CPT112834,2026-06-21 09:16:30.393883237,approved,,6
CPT113382,,dropped_in_docs,RC,1
CPT103206,,dropped_in_docs,RC,1
CPT109072,2026-06-22 12:29:11.634771195,approved,,6
CPT111113,,dropped_in_docs,RC,1
CPT108736,,dropped_in_docs,RC,1
CPT119042,,dropped_in_docs,INSURANCE,5
CPT119505,,dropped_in_docs,PERMIT,3
CPT109757,,dropped_in_docs,DL,0
CPT117559,,dropped_in_docs,INSURANCE,5
CPT122500,,dropped_in_docs,RC,1
CPT107904,,dropped_in_docs,RC,1
CPT100334,,dropped_in_docs,AADHAAR,2
CPT114168,2026-06-25 18:41:43.929377258,approved,,5
CPT100792,,dropped_in_docs,RC,1
CPT124879,2026-06-26 07:09:36.473987347,approved,,6
CPT109504,,dropped_in_docs,FITNESS,4
CPT109836,,dropped_in_docs,PERMIT,3
CPT108536,2026-06-24 23:33:15.767116153,approved,,6
CPT112982,,dropped_in_docs,RC,1
CPT112295,,dropped_in_docs,FITNESS,4
CPT104941,,dropped_in_docs,INSURANCE,5
CPT104956,,dropped_in_docs,RC,1
CPT115258,,dropped_in_docs,INSURANCE,5
CPT124130,,dropped_in_docs,PERMIT,3
CPT101192,2026-06-23 20:05:11.661910559,approved,,6
CPT124107,,dropped_in_docs,RC,1
CPT104769,2026-06-24 13:47:02.466241672,approved,,6
CPT110257,,dropped_in_docs,FITNESS,4
CPT109452,,dropped_in_docs,AADHAAR,2
CPT116023,,dropped_in_docs,RC,1
CPT100771,,dropped_in_docs,RC,1
CPT104862,,dropped_in_docs,RC,1
CPT102889,,dropped_in_docs,FITNESS,4
CPT105783,,dropped_in_docs,RC,1
CPT105284,,dropped_in_docs,AADHAAR,2
CPT103733,,dropped_in_docs,RC,1
CPT102983,2026-06-25 06:36:41.048008002,approved,,6
CPT123089,,dropped_in_docs,FITNESS,4
CPT120103,2026-06-24 08:43:53.618668918,approved,,6
CPT115115,,dropped_in_docs,PERMIT,3
CPT120250,,dropped_in_docs,DL,0
CPT112505,,dropped_in_docs,DL,0
CPT109473,,dropped_in_docs,FITNESS,4
CPT124917,,dropped_in_docs,RC,1
CPT104320,2026-06-26 10:38:36.573448010,rejected,duplicate_captain,6
CPT119560,,dropped_in_docs,AADHAAR,2
CPT114431,,dropped_in_docs,PERMIT,3
CPT114052,2026-06-23 15:29:00.400931581,approved,,6
CPT100184,,dropped_in_docs,DL,0
CPT123952,,dropped_in_docs,DL,0
CPT101213,2026-06-21 19:21:37.030545142,approved,,5
CPT115214,2026-06-22 22:17:16.751933020,approved,,6
CPT124105,,dropped_in_docs,PERMIT,3
CPT119428,,dropped_in_docs,PERMIT,3
CPT113486,,dropped_in_docs,AADHAAR,2
CPT111510,2026-06-21 07:06:39.530388492,approved,,5
CPT116174,,dropped_in_docs,PERMIT,3
CPT107627,,dropped_in_docs,FITNESS,4
CPT119444,,dropped_in_docs,PERMIT,3
CPT114752,,dropped_in_docs,PERMIT,3
CPT110397,,dropped_in_docs,DL,0
CPT113371,,dropped_in_docs,RC,1
CPT118332,,dropped_in_docs,PERMIT,3
CPT106152,,dropped_in_docs,FITNESS,4
CPT118695,,dropped_in_docs,RC,1
CPT124562,,dropped_in_docs,PERMIT,3
CPT101784,2026-06-23 08:37:03.689447903,approved,,6
CPT105328,,dropped_in_docs,FITNESS,4
CPT121426,,in_progress,INSURANCE,5
CPT114396,,dropped_in_docs,FITNESS,4
CPT105206,,dropped_in_docs,RC,1
CPT119044,2026-06-21 21:30:37.978588445,approved,,5
CPT118374,,dropped_in_docs,DL,0
CPT124760,,dropped_in_docs,INSURANCE,5
CPT106681,,dropped_in_docs,RC,1
CPT117586,,dropped_in_docs,FITNESS,4
CPT113414,,in_progress,INSURANCE,5
CPT105723,2026-06-25 21:10:57.562092194,approved,,6
CPT107572,,dropped_in_docs,FITNESS,4
CPT106802,,dropped_in_docs,PERMIT,3
CPT106115,,dropped_in_docs,RC,1
CPT109840,,dropped_in_docs,INSURANCE,5
CPT123208,2026-06-25 05:51:28.274756539,approved,,5
CPT115527,,dropped_in_docs,RC,1
CPT111309,,dropped_in_docs,PERMIT,3
CPT115131,,dropped_in_docs,PERMIT,3
CPT107879,,dropped_in_docs,RC,1
CPT105966,2026-06-24 08:45:10.254881607,approved,,6
CPT112746,,dropped_in_docs,PERMIT,3
CPT105087,2026-06-24 20:29:32.207342810,approved,,6
CPT110502,,in_progress,FITNESS,4
CPT115120,,dropped_in_docs,PERMIT,3
CPT110155,,dropped_in_docs,FITNESS,4
CPT102456,,dropped_in_docs,PERMIT,3
CPT122660,,dropped_in_docs,RC,1
CPT120820,2026-06-24 17:58:58.158656168,approved,,6
CPT117534,,dropped_in_docs,AADHAAR,2
CPT107219,,dropped_in_docs,RC,1
CPT114328,,dropped_in_docs,FITNESS,4
CPT108547,,dropped_in_docs,RC,1
CPT103963,,dropped_in_docs,AADHAAR,2
CPT111288,,dropped_in_docs,PERMIT,3
CPT115379,2026-06-24 07:49:16.069494940,approved,,6
CPT108378,,dropped_in_docs,AADHAAR,2
CPT114704,,dropped_in_docs,FITNESS,4
CPT123847,2026-06-25 20:59:01.708288699,approved,,6
CPT100572,,dropped_in_docs,PERMIT,3
CPT104847,2026-06-25 16:13:29.448581642,rejected,duplicate_captain,6
CPT115402,,dropped_in_docs,RC,1
CPT124431,,dropped_in_docs,FITNESS,4
CPT119033,,dropped_in_docs,RC,1
CPT106236,,dropped_in_docs,DL,0
CPT100324,,dropped_in_docs,FITNESS,4
CPT119413,,dropped_in_docs,AADHAAR,2
CPT120577,,dropped_in_docs,DL,0
CPT121081,2026-06-22 22:12:29.342789498,approved,,6
CPT101010,,in_progress,INSURANCE,5
CPT110795,,dropped_in_docs,DL,0
CPT121526,2026-06-23 05:10:18.766079458,approved,,6
CPT108405,2026-06-28 02:29:51.531633281,approved,,6
CPT124240,,dropped_in_docs,DL,0
CPT107306,,dropped_in_docs,FITNESS,4
CPT106602,,in_progress,INSURANCE,5
CPT106671,,dropped_in_docs,FITNESS,4
CPT119891,,in_progress,FITNESS,4
CPT109923,,dropped_in_docs,RC,1
CPT100722,,dropped_in_docs,RC,1
CPT106549,,dropped_in_docs,DL,0
CPT107269,,dropped_in_docs,AADHAAR,2
CPT102800,2026-06-24 21:31:26.441708192,approved,,6
CPT113127,,dropped_in_docs,RC,1
CPT124304,2026-06-24 03:27:33.033547284,approved,,6
CPT108254,,dropped_in_docs,DL,0
CPT107577,,dropped_in_docs,FITNESS,4
CPT121327,,dropped_in_docs,RC,1
CPT111964,2026-06-25 22:00:25.490207863,approved,,5
CPT100732,,dropped_in_docs,RC,1
CPT103004,,dropped_in_docs,PERMIT,3
CPT101917,,dropped_in_docs,RC,1
CPT109462,,dropped_in_docs,PERMIT,3
CPT100145,,dropped_in_docs,RC,1
CPT102184,,dropped_in_docs,FITNESS,4
CPT112000,,dropped_in_docs,RC,1
CPT120448,,dropped_in_docs,FITNESS,4
CPT123812,,dropped_in_docs,AADHAAR,2
CPT110672,,dropped_in_docs,AADHAAR,2
CPT120493,,dropped_in_docs,RC,1
CPT105642,,dropped_in_docs,FITNESS,4
CPT104512,,in_progress,INSURANCE,5
CPT113053,,dropped_in_docs,RC,1
CPT124391,,dropped_in_docs,DL,0
CPT117217,,dropped_in_docs,FITNESS,4
CPT109742,2026-06-24 04:14:34.266668706,approved,,6
CPT117134,,dropped_in_docs,DL,0
CPT118950,,dropped_in_docs,FITNESS,4
CPT101512,2026-06-24 16:30:42.370608821,approved,,6
CPT103729,,dropped_in_docs,RC,1
CPT102324,2026-06-24 09:20:02.657498155,approved,,5
CPT124094,,dropped_in_docs,RC,1
CPT111117,,dropped_in_docs,RC,1
CPT108801,,in_progress,INSURANCE,5
CPT118927,2026-06-27 01:45:57.945897527,approved,,6
CPT122501,2026-06-23 17:52:17.378613590,approved,,5
CPT109087,,dropped_in_docs,RC,1
CPT117009,,dropped_in_docs,AADHAAR,2
CPT105020,2026-06-23 19:59:00.083830044,approved,,5
CPT112081,,dropped_in_docs,DL,0
CPT100398,,dropped_in_docs,INSURANCE,5
CPT118681,,in_progress,FITNESS,4
CPT102582,,dropped_in_docs,PERMIT,3
CPT110743,,dropped_in_docs,RC,1
CPT124696,2026-06-26 04:06:27.433753917,approved,,6
CPT123920,,dropped_in_docs,PERMIT,3
CPT105748,2026-06-23 19:25:04.056374736,approved,,6
CPT103447,,dropped_in_docs,AADHAAR,2
CPT104612,,dropped_in_docs,DL,0
CPT124460,,dropped_in_docs,RC,1
CPT115103,,dropped_in_docs,AADHAAR,2
CPT110297,,dropped_in_docs,RC,1
CPT111214,,dropped_in_docs,RC,1
CPT100316,,dropped_in_docs,PERMIT,3
CPT120209,,dropped_in_docs,PERMIT,3
CPT107206,2026-06-25 12:26:13.117568833,approved,,6
CPT113399,,dropped_in_docs,FITNESS,4
CPT122682,,dropped_in_docs,DL,0
CPT105166,,dropped_in_docs,RC,1
CPT115047,,dropped_in_docs,RC,1
CPT106871,,dropped_in_docs,FITNESS,4
CPT120529,,dropped_in_docs,PERMIT,3
CPT121926,,dropped_in_docs,RC,1
CPT121531,,dropped_in_docs,FITNESS,4
CPT115957,,dropped_in_docs,PERMIT,3
CPT120552,2026-06-26 10:42:47.824273065,approved,,6
CPT114191,,dropped_in_docs,RC,1
CPT110641,,dropped_in_docs,AADHAAR,2
CPT106547,,dropped_in_docs,PERMIT,3
CPT124968,,dropped_in_docs,DL,0
CPT102419,,dropped_in_docs,FITNESS,4
CPT118494,,dropped_in_docs,PERMIT,3
CPT122628,,dropped_in_docs,RC,1
CPT116993,,dropped_in_docs,FITNESS,4
CPT122787,,dropped_in_docs,RC,1
CPT118501,,dropped_in_docs,PERMIT,3
CPT120388,,dropped_in_docs,AADHAAR,2
CPT123912,,dropped_in_docs,RC,1
CPT111104,,in_progress,INSURANCE,5
CPT117877,2026-06-25 07:33:50.515521974,approved,,6
CPT122387,,dropped_in_docs,FITNESS,4
CPT109651,2026-06-26 20:40:46.882671332,approved,,6
CPT107300,,dropped_in_docs,PERMIT,3
CPT101325,2026-06-27 05:43:15.671725305,approved,,6
CPT102486,,dropped_in_docs,PERMIT,3
CPT111756,,dropped_in_docs,PERMIT,3
CPT123807,,dropped_in_docs,DL,0
CPT103006,2026-06-26 01:56:12.379192715,approved,,5
CPT122363,,dropped_in_docs,RC,1
CPT111916,2026-06-21 21:26:28.747298600,approved,,6
CPT112943,,dropped_in_docs,RC,1
CPT121685,,dropped_in_docs,AADHAAR,2
CPT119773,,dropped_in_docs,INSURANCE,5
CPT108316,,in_progress,INSURANCE,5
CPT111365,,dropped_in_docs,FITNESS,4
CPT111970,,dropped_in_docs,RC,1
CPT118624,,dropped_in_docs,RC,1
CPT112114,,dropped_in_docs,RC,1
CPT106510,,dropped_in_docs,AADHAAR,2
CPT101456,,dropped_in_docs,RC,1
CPT110724,,dropped_in_docs,INSURANCE,5
CPT123654,,dropped_in_docs,PERMIT,3
CPT102219,,dropped_in_docs,AADHAAR,2
CPT117692,,dropped_in_docs,DL,0
CPT100540,,dropped_in_docs,RC,1
CPT117500,,dropped_in_docs,RC,1
CPT108853,,in_progress,PERMIT,3
CPT109338,,dropped_in_docs,FITNESS,4
CPT109542,,dropped_in_docs,RC,1
CPT118655,2026-06-24 22:06:25.357013304,approved,,6
CPT109276,,dropped_in_docs,FITNESS,4
CPT101075,,dropped_in_docs,PERMIT,3
CPT122650,,dropped_in_docs,RC,1
CPT100667,,dropped_in_docs,DL,0
CPT108489,,dropped_in_docs,PERMIT,3
CPT110750,2026-06-25 16:41:18.899613199,rejected,duplicate_captain,5
CPT122497,2026-06-25 11:22:00.654229062,approved,,5
CPT108544,,in_progress,INSURANCE,5
CPT110060,,dropped_in_docs,RC,1
CPT102846,,dropped_in_docs,DL,0
CPT119658,2026-06-23 18:20:37.731082606,approved,,6
CPT123002,2026-06-26 00:27:21.250702977,approved,,6
CPT118241,,dropped_in_docs,PERMIT,3
CPT115570,,dropped_in_docs,PERMIT,3
CPT104543,,dropped_in_docs,DL,0
CPT114321,,dropped_in_docs,INSURANCE,5
CPT123534,2026-06-26 16:30:47.789872041,approved,,6
CPT116823,,dropped_in_docs,FITNESS,4
CPT118542,,dropped_in_docs,AADHAAR,2
CPT108389,2026-06-23 10:17:57.785539240,approved,,5
CPT104540,,dropped_in_docs,AADHAAR,2
CPT122411,,dropped_in_docs,FITNESS,4
CPT119458,,in_progress,INSURANCE,5
CPT109362,,dropped_in_docs,PERMIT,3
CPT118408,,in_progress,INSURANCE,5
CPT112887,,dropped_in_docs,AADHAAR,2
CPT119912,2026-06-24 14:22:23.920739783,approved,,6
CPT119393,,in_progress,INSURANCE,5
CPT104444,,in_progress,FITNESS,4
CPT104005,2026-06-25 21:06:45.636535137,approved,,6
CPT115696,,dropped_in_docs,INSURANCE,5
CPT109281,,in_progress,FITNESS,4
CPT117011,,in_progress,INSURANCE,5
CPT122851,,dropped_in_docs,DL,0
CPT120001,,dropped_in_docs,PERMIT,3
CPT120768,,dropped_in_docs,DL,0
CPT121194,,dropped_in_docs,RC,1
CPT124584,,dropped_in_docs,PERMIT,3
CPT112513,2026-06-26 07:44:11.125234057,approved,,6
CPT102350,,in_progress,INSURANCE,5
CPT116774,,dropped_in_docs,PERMIT,3
CPT119197,,dropped_in_docs,DL,0
CPT108410,,dropped_in_docs,DL,0
CPT114579,,in_progress,RC,1
CPT107512,,dropped_in_docs,PERMIT,3
CPT119722,2026-06-24 03:19:59.474415944,approved,,6
CPT107859,,dropped_in_docs,PERMIT,3
CPT118908,,dropped_in_docs,PERMIT,3
CPT108633,,dropped_in_docs,DL,0
CPT119201,,dropped_in_docs,RC,1
CPT106036,2026-06-26 21:08:52.183164072,approved,,6
CPT114803,,dropped_in_docs,DL,0
CPT109005,,dropped_in_docs,RC,1
CPT109853,,in_progress,FITNESS,4
CPT111016,,dropped_in_docs,DL,0
CPT116078,,dropped_in_docs,DL,0
CPT108851,,dropped_in_docs,DL,0
CPT118390,2026-06-25 07:19:47.261752405,approved,,5
CPT111495,,dropped_in_docs,PERMIT,3
CPT119935,,dropped_in_docs,RC,1
CPT115428,,dropped_in_docs,PERMIT,3
CPT123148,,in_progress,FITNESS,4
CPT107016,2026-06-25 00:05:45.744521833,approved,,5
CPT101134,,in_progress,PERMIT,3
CPT120906,,dropped_in_docs,RC,1
CPT110950,,in_progress,RC,1
CPT121236,,dropped_in_docs,INSURANCE,5
CPT122492,2026-06-25 16:07:30.409410875,approved,,6
CPT100608,,dropped_in_docs,FITNESS,4
CPT102149,,dropped_in_docs,PERMIT,3
CPT100873,,dropped_in_docs,RC,1
CPT105909,,dropped_in_docs,DL,0
CPT123105,2026-06-26 04:36:24.220346934,approved,,5
CPT105176,,dropped_in_docs,INSURANCE,5
CPT109398,,in_progress,PERMIT,3
CPT124551,,in_progress,FITNESS,4
CPT101384,,dropped_in_docs,DL,0
CPT106689,2026-06-28 02:58:19.501664595,approved,,6
CPT101197,,dropped_in_docs,DL,0
CPT110967,2026-06-23 03:48:13.488531572,approved,,5
CPT114689,,in_progress,FITNESS,4
CPT106717,,dropped_in_docs,RC,1
CPT118034,,dropped_in_docs,DL,0
CPT121167,,dropped_in_docs,RC,1
CPT115395,,dropped_in_docs,DL,0
CPT116132,2026-06-27 03:37:56.448783418,approved,,6
CPT118768,,dropped_in_docs,FITNESS,4
CPT108200,,dropped_in_docs,FITNESS,4
CPT123274,,dropped_in_docs,INSURANCE,5
CPT114728,,dropped_in_docs,RC,1
CPT109312,,dropped_in_docs,RC,1
CPT106145,,dropped_in_docs,RC,1
CPT110623,,dropped_in_docs,RC,1
